"RS","NAME","INSGESAMT","INSG_M","INSG_W","AUSL_INSG","AUSL_M","AUSL_W","IIU6","IMU6","IWU6","DIU6","DMU6","DWU6","AIU6","AMU6","AWU6","II6BU15","IM6BU15","IW6BU15","DI6BU15","DM6BU15","DW6BU15","AI6BU15","AM6BU15","AW6BU15","II15BU65","IM15BU65","IW15BU65","DI15BU65","DM15BU65","DW15BU65","AI15BU65","AM15BU65","AW15BU65","II65UM","IM65UM","IW65UM","DI65UM","DM65UM","DW65UM","AI65UM","AM65UM","AW65UM","ANT_AI","ANT_AM","ANT_AW","ANT_AIU6","ANT_AMU6","ANT_AWU6","ANT_AI6BU15","ANT_AM6BU15","ANT_AW6BU15","ANT_AI15BU65","ANT_AM15BU65","ANT_AW15BU65","ANT_AI65UM","ANT_AM65UM","ANT_AW65UM","SOZ_INS","SOZ_AUS","BESCHQ_INS","BESCHQ_AUS","ARBLOS_INSG","ARBLOS_AUSL","BESCH_AUS_ABSOLUT","ARBSUCH_INSG_ABSOLUT","ARBSUCH_FLUMI_ABSOLUT","ALQ_AUSL","ANT_ARBS_FLUMI","ANT_SOZ_AUS","kurs_begon","kurs_beend","kurs_tnber","kurs_tln","AZR_INSG","AZR_GASTARB","AZR_EU28_AUSL","AZR_OST2004","AZR_NICHTEU_AUSL","AZR_SYRIEN","AZR_AFGHANISTAN","AZR_IRAK","AZR_EUNIEDERL","AZR_UNBEFR","AZR_BEFR","AZR_ERWERB","AZR_BLUE_C","AZR_GESTATT","AZR_DULD","AZR_U6","AZR_6BU15","AZR_15BU65","AZR_65UM","AZR_ADU2","AZR_AD2BU10","AZR_AD10BU25","AZR_AD25UM","AZR_ANT_GASTARB","AZR_ANT_EU28_AUSL","AZR_ANT_OST2004","AZR_ANT_NICHTEU_AUSL","AZR_ANT_SYRIEN","AZR_ANT_AFGHANISTAN","AZR_ANT_IRAK","AZR_ANT_EUNIEDERL","AZR_ANT_UNBEFR","AZR_ANT_BEFR","AZR_ANT_ERWERB","AZR_ANT_BLUE_C","AZR_ANT_GESTATT","AZR_ANT_DULD","AZR_ANT_U6","AZR_ANT_6BU15","AZR_ANT_15BU65","AZR_ANT_65UM","AZR_ANT_ADU2","AZR_ANT_AD2BU10","AZR_ANT_AD10BU25","AZR_ANT_AD25UM","N_Sch_I_Lag","N_Sch_O","N_Sch_J","N_Sch_N","N_Sch_SY","N_Sch_AF","N_Sch_IQ","N_Sch_RU","N_Sch_IR","N_Sch_XK","A2_Sch_i","A_Sch_O","A_Sch_J","A_Sch_N","A_Sch_SY","A_Sch_AF","A_Sch_IQ","A_Sch_RU","A_Sch_IR","A_Sch_XK","Sch_I_lag"
06431,"Bergstraße",270340,133608,136732,37222,19729,17493,15130,7653,7477,12732,6438,6294,2398,1215,1183,21241,10940,10301,18326,9403,8923,2915,1537,1378,173201,87864,85337,144586,72496,72090,28615,15368,13247,60768,27151,33617,57474,25542,31932,3294,1609,1685,13.8,14.8,12.8,15.8,15.9,15.8,13.7,14,13.4,16.5,17.5,15.5,5.4,5.9,5,105929,14687,60.9,52.5,4921,1761,17331,9605,1291,9.1,13.4,13.9,58,38,1497,1132,40900,14980,19900,14080,21000,2275,1350,510,20780,8950,6945,540,95,1585,355,2410,3090,31830,3570,4515,18145,7550,10695,36.6,48.7,34.4,51.3,5.6,3.3,1.2,50.8,21.9,17,1.3,0.2,3.9,0.9,5.9,7.6,77.8,8.7,11,44.4,18.5,26.1,7170,1570,5355,315,1690,1195,410,130,315,145,2.7,21.7,74,4.4,23.3,16.5,5.7,1.8,4.4,2,1
06432,"Darmstadt-Dieburg",297844,148046,149798,43923,23175,20748,17563,8952,8611,15106,7642,7464,2457,1310,1147,24915,12775,12140,21676,11138,10538,3239,1637,1602,192835,97885,94950,158555,79554,79001,34280,18331,15949,62531,28434,34097,58584,26537,32047,3947,1897,2050,14.7,15.7,13.9,14,14.6,13.3,13,12.8,13.2,17.8,18.7,16.8,6.3,6.7,6,119596,17990,61.7,53.1,7059,2748,21147,11870,1709,11.5,14.4,15,20,14,1454,1039,48330,21340,23435,13230,24895,2160,1630,390,24580,10380,7850,660,240,1660,280,2850,3470,37545,4465,5045,19720,9250,14315,44.2,48.5,27.4,51.5,4.5,3.4,0.8,50.9,21.5,16.2,1.4,0.5,3.4,0.6,5.9,7.2,77.7,9.2,10.4,40.8,19.1,29.6,6270,1605,4780,320,1490,1350,330,50,375,115,2.3,23.9,71.3,4.8,22.2,20.1,4.9,0.7,5.6,1.7,6.9
06433,"Groß-Gerau",275726,138083,137643,62627,33051,29576,17633,9145,8488,14446,7463,6983,3187,1682,1505,23805,12107,11698,19724,9976,9748,4081,2131,1950,180962,92962,88000,131883,66710,65173,49079,26252,22827,53326,23869,29457,47046,20883,26163,6280,2986,3294,22.7,23.9,21.5,18.1,18.4,17.7,17.1,17.6,16.7,27.1,28.2,25.9,11.8,12.5,11.2,113675,26694,62.9,55.4,7080,3327,30399,12269,1683,9.7,13.7,23.5,55,39,2140,1450,67700,35180,34030,18200,33670,2465,1465,365,35550,17215,11725,1200,220,1105,360,3205,4095,53475,6925,6915,26590,12745,21450,52,50.3,26.9,49.7,3.6,2.2,0.5,52.5,25.4,17.3,1.8,0.3,1.6,0.5,4.7,6,79,10.2,10.2,39.3,18.8,31.7,6770,1320,5295,275,1815,1200,330,70,205,60,2.5,19.2,76.9,4,26.3,17.4,4.8,1,3,0.9,1.8
06434,"Hochtaunuskreis",236914,115143,121771,39568,19763,19805,13369,6917,6452,10991,5641,5350,2378,1276,1102,21945,11291,10654,18507,9499,9008,3438,1792,1646,147793,73349,74444,117933,58443,59490,29860,14906,14954,53807,23586,30221,49915,21797,28118,3892,1789,2103,16.7,17.2,16.3,17.8,18.4,17.1,15.7,15.9,15.4,20.2,20.3,20.1,7.2,7.6,7,87496,14886,59.1,51,4320,1765,16784,7908,1334,9.2,16.9,17,35,25,1362,946,44475,15420,19555,10455,24920,1225,1650,290,21320,8835,10485,1740,515,705,510,2635,3795,33475,4570,4870,18610,9510,11490,34.7,44,23.5,56,2.8,3.7,0.7,47.9,19.9,23.6,3.9,1.2,1.6,1.1,5.9,8.5,75.3,10.3,10.9,41.8,21.4,25.8,5330,805,4150,515,960,1390,255,150,315,80,2.3,14.7,75.9,9.4,17.6,25.4,4.7,2.7,5.8,1.5,2.6
06435,"Main-Kinzig-Kreis",420552,207433,213119,66883,34720,32163,24134,12511,11623,20171,10438,9733,3963,2073,1890,34490,17742,16748,29406,15045,14361,5084,2697,2387,270572,136580,133992,218919,109549,109370,51653,27031,24622,91356,40600,50756,85173,37681,47492,6183,2919,3264,15.9,16.7,15.1,16.4,16.6,16.3,14.7,15.2,14.3,19.1,19.8,18.4,6.8,7.2,6.4,166621,26673,61.5,53.1,9177,3671,30146,17494,2465,22.7,14.1,16,83,75,2275,1553,73205,33740,32945,21415,40260,3850,3445,720,34580,19485,13500,1155,220,1120,1075,3995,5325,56860,7030,7395,29280,13645,22885,46.1,45,29.3,55,5.3,4.7,1,47.2,26.6,18.4,1.6,0.3,1.5,1.5,5.5,7.3,77.7,9.6,10.1,40,18.6,31.3,10265,1400,8355,940,2790,2845,570,170,490,125,2.5,13.1,78.1,8.8,26.1,26.6,5.3,1.6,4.6,1.2,4.2
06436,"Main-Taunus-Kreis",238558,116820,121738,40181,20579,19602,14282,7246,7036,11850,5980,5870,2432,1266,1166,21828,11311,10517,18523,9525,8998,3305,1786,1519,151855,75935,75920,121280,60205,61075,30575,15730,14845,50593,22328,28265,46724,20531,26193,3869,1797,2072,16.8,17.6,16.1,17,17.5,16.6,15.1,15.8,14.4,20.1,20.7,19.6,7.6,8,7.3,96561,16661,63.7,55.9,4048,1591,18903,8466,1253,8.1,14.8,17.3,52,44,1477,871,48485,19985,22970,12920,25515,1425,1580,220,24300,9570,10310,1800,590,880,485,2460,3495,37085,5445,4950,19765,9755,14010,41.2,47.4,26.6,52.6,2.9,3.3,0.5,50.1,19.7,21.3,3.7,1.2,1.8,1,5.1,7.2,76.5,11.2,10.2,40.8,20.1,28.9,5375,1060,3890,420,1045,1310,185,120,260,110,2.3,19.7,72.4,7.8,19.5,24.4,3.4,2.2,4.8,2,-0.1
06437,"Odenwaldkreis",96703,47855,48848,13613,6853,6760,5018,2651,2367,4346,2321,2025,672,330,342,7447,3732,3715,6515,3289,3226,932,443,489,61084,30983,30101,50500,25562,24938,10584,5421,5163,23154,10489,12665,21729,9830,11899,1425,659,766,14.1,14.3,13.8,13.4,12.4,14.4,12.5,11.9,13.2,17.3,17.5,17.2,6.2,6.3,6,37063,5522,60.2,53.2,2237,825,6528,4005,178,18.3,4.4,14.9,11,8,388,204,14620,7575,8740,4915,5880,400,155,85,8930,3575,1660,210,20,130,25,745,1000,11365,1510,1575,5530,2685,4835,51.8,59.8,33.6,40.2,2.7,1.1,0.6,61.1,24.5,11.4,1.4,0.1,0.9,0.2,5.1,6.8,77.7,10.3,10.8,37.8,18.4,33.1,935,165,765,20,310,155,65,10,20,15,1,17.4,80.5,2.1,32.6,16.3,6.8,1.1,2.1,1.6,1.6
06438,"Offenbach",355813,175379,180434,69703,35793,33910,21734,11185,10549,17916,9219,8697,3818,1966,1852,30348,15711,14637,25372,13089,12283,4976,2622,2354,228038,115045,112993,174310,87271,87039,53728,27774,25954,75693,33438,42255,68512,30007,38505,7181,3431,3750,19.6,20.4,18.8,17.6,17.6,17.6,16.4,16.7,16.1,23.6,24.1,23,9.5,10.3,8.9,141832,29390,62.3,55.7,7301,3096,33035,14656,1797,21.7,12.3,20.7,93,56,2527,1923,80355,39690,37085,21640,43270,1840,3775,520,39065,19710,13485,1410,395,1055,725,4390,5220,61350,9395,7155,30050,15595,27555,49.4,46.2,26.9,53.8,2.3,4.7,0.6,48.6,24.5,16.8,1.8,0.5,1.3,0.9,5.5,6.5,76.3,11.7,8.9,37.4,19.4,34.3,8575,1215,6515,650,1275,2595,355,65,490,95,2.4,14.5,77.7,7.8,15.2,31,4.2,0.8,5.8,1.1,-2.3
06439,"Rheingau-Taunus-Kreis",187160,92025,95135,23390,12052,11338,9943,5136,4807,8453,4368,4085,1490,768,722,15142,7792,7350,13377,6865,6512,1765,927,838,118715,59591,59124,100744,50241,50503,17971,9350,8621,43360,19506,23854,41196,18499,22697,2164,1007,1157,12.5,13.1,11.9,15,15,15,11.7,11.9,11.4,15.1,15.7,14.6,5,5.2,4.9,70837,8512,59.3,48.1,3644,1370,9931,6704,1154,8.2,17.2,12,24,20,945,782,25460,8890,11660,7500,13805,1465,905,310,12250,5415,5015,460,50,745,420,1515,1870,19635,2440,2870,11080,4830,6680,34.9,45.8,29.5,54.2,5.8,3.6,1.2,48.1,21.3,19.7,1.8,0.2,2.9,1.6,6,7.3,77.1,9.6,11.3,43.5,19,26.2,4480,885,3295,365,1060,780,280,105,260,65,2.4,19.5,72.5,8,23.3,17.2,6.2,2.3,5.7,1.4,1.5
06440,"Wetteraukreis",308339,152469,155870,41030,21559,19471,17332,8865,8467,14809,7551,7258,2523,1314,1209,25846,13283,12563,22459,11522,10937,3387,1761,1626,199386,100883,98503,167727,84069,83658,31659,16814,14845,65775,29438,36337,62314,27768,34546,3461,1670,1791,13.3,14.1,12.5,14.6,14.8,14.3,13.1,13.3,12.9,15.9,16.7,15.1,5.3,5.7,4.9,121185,15447,60.8,51,6390,2042,17709,12528,1763,10.1,14.1,12.7,64,60,1576,1292,45155,16560,20040,13845,25115,2500,1720,360,21040,10470,8205,780,205,1095,845,2735,3540,34585,4300,5100,19620,8045,12395,36.7,44.4,30.7,55.6,5.5,3.8,0.8,46.6,23.2,18.2,1.7,0.5,2.4,1.9,6.1,7.8,76.6,9.5,11.3,43.5,17.8,27.4,7095,1190,5295,710,1840,1395,295,230,315,125,2.3,16.5,73.6,9.9,25.6,19.4,4.1,3.2,4.4,1.7,1.4
06531,"Gießen",270688,133185,137503,34095,17824,16271,15231,7859,7372,12663,6524,6139,2568,1335,1233,20350,10422,9928,17612,8951,8661,2738,1471,1267,182218,91212,91006,155918,77322,78596,26300,13890,12410,52889,23692,29197,50400,22564,27836,2489,1128,1361,12.6,13.4,11.8,16.9,17,16.7,13.5,14.1,12.8,14.4,15.2,13.6,4.7,4.8,4.7,99239,9855,54.6,39.2,7646,2453,12066,14735,2583,16.4,17.5,9.9,99,47,2355,1412,38460,10795,11525,7380,26935,4910,2370,1120,11980,6685,9590,525,115,3895,935,2685,2865,30195,2715,7790,18100,5350,7220,28.1,30,19.2,70,12.8,6.2,2.9,31.1,17.4,24.9,1.4,0.3,10.1,2.4,7,7.4,78.5,7.1,20.3,47.1,13.9,18.8,9750,3600,5895,930,2875,1375,680,145,705,75,3.9,34.5,56.5,8.9,27.6,13.2,6.5,1.4,6.8,0.7,6.9
06532,"Lahn-Dill-Kreis",253319,124903,128416,28018,14446,13572,14048,7216,6832,12110,6221,5889,1938,995,943,20647,10736,9911,18298,9519,8779,2349,1217,1132,161959,81980,79979,140958,71008,69950,21001,10972,10029,56665,24971,31694,53935,23709,30226,2730,1262,1468,11.1,11.6,10.6,13.8,13.8,13.8,11.4,11.3,11.4,13,13.4,12.5,4.8,5.1,4.6,97994,9330,60,44.8,6545,2112,11158,12526,1802,15.8,14.4,9.5,65,49,1635,1154,29735,12960,10535,6735,19205,2580,1065,545,10875,8790,6750,260,35,890,605,2040,2440,22290,2965,2985,12550,5205,8995,43.6,35.4,22.7,64.6,8.7,3.6,1.8,36.6,29.6,22.7,0.9,0.1,3,2,6.9,8.2,75,10,10,42.2,17.5,30.3,6390,1040,4905,535,1975,940,465,155,245,125,2.6,16,75.7,8.3,30.5,14.5,7.2,2.4,3.8,1.9,1.4
06533,"Limburg-Weilburg",171912,85419,86493,20524,10906,9618,9195,4702,4493,7848,4029,3819,1347,673,674,14025,7211,6814,12238,6272,5966,1787,939,848,111161,56677,54484,95290,48095,47195,15871,8582,7289,37531,16829,20702,36012,16117,19895,1519,712,807,11.9,12.8,11.1,14.6,14.3,15,12.7,13,12.4,14.3,15.1,13.4,4,4.2,3.9,64931,7239,58,46.5,3597,1167,8386,7444,1050,7.8,14.1,11.1,56,43,1138,830,22350,9070,8765,5505,13585,1630,915,330,9220,5865,4950,365,50,680,260,1300,1770,17485,1795,2495,9690,4495,5670,40.6,39.2,24.6,60.8,7.3,4.1,1.5,41.3,26.2,22.1,1.6,0.2,3,1.2,5.8,7.9,78.2,8,11.2,43.4,20.1,25.4,4410,750,3430,240,1310,785,265,115,175,80,2.6,17,77.6,5.4,29.6,17.8,6,2.6,4,1.8,0.2
06534,"Marburg-Biedenkopf",247084,121619,125465,29747,15805,13942,13044,6691,6353,11246,5760,5486,1798,931,867,19465,9947,9518,17169,8740,8429,2296,1207,1089,165552,83152,82400,142072,70495,71577,23480,12657,10823,49023,21829,27194,46850,20819,26031,2173,1010,1163,12,13,11.1,13.8,13.9,13.6,11.8,12.1,11.4,14.2,15.2,13.1,4.4,4.6,4.3,94304,9886,56.9,43.7,4686,1396,11652,9863,1400,29.6,14.2,10.5,69,38,1117,892,29450,10325,10045,6370,19405,3270,1010,455,10465,7485,8000,430,105,690,465,1630,2160,23345,2315,3470,14180,4985,6810,35.1,34.1,21.6,65.9,11.1,3.4,1.5,35.5,25.4,27.2,1.5,0.4,2.3,1.6,5.5,7.3,79.3,7.9,11.8,48.1,16.9,23.1,5785,840,4740,380,2295,850,345,270,230,75,2.4,14.1,79.5,6.4,38.5,14.3,5.8,4.5,3.9,1.3,3
06535,"Vogelsbergkreis",105643,52861,52782,7462,4034,3428,5106,2583,2523,4488,2278,2210,618,305,313,7913,4065,3848,7131,3664,3467,782,401,381,66647,34351,32296,61095,31264,29831,5552,3087,2465,25977,11862,14115,25467,11621,13846,510,241,269,7.1,7.6,6.5,12.1,11.8,12.4,9.9,9.9,9.9,8.3,9,7.6,2,2,1.9,41369,2502,61.6,46.3,2000,424,2875,3401,465,12.5,13.7,6,13,12,506,293,7825,1930,3230,2395,4595,770,500,200,3410,1285,2100,100,10,360,225,605,805,5835,580,1080,4110,1265,1370,24.7,41.3,30.6,58.7,9.8,6.4,2.6,43.6,16.4,26.8,1.3,0.1,4.6,2.9,7.7,10.3,74.6,7.4,13.8,52.5,16.2,17.5,2195,460,1545,190,560,455,200,55,175,20,2.1,21,70.4,8.7,25.5,20.7,9.1,2.5,8,0.9,0
06611,"Kassel, Stadt",202137,99319,102818,38314,20125,18189,11832,6023,5809,8886,4528,4358,2946,1495,1451,15284,8025,7259,12244,6380,5864,3040,1645,1395,135368,68581,66787,106446,53227,53219,28922,15354,13568,39653,16690,22963,36247,15059,21188,3406,1631,1775,19,20.3,17.7,24.9,24.8,25,19.9,20.5,19.2,21.4,22.4,20.3,8.6,9.8,7.7,73703,12125,54.4,43,7654,3077,14590,15489,2783,16.7,18,16.5,166,73,1775,1457,,,,,,,,,,,,,,,,,,,,,,,,33.5,33.5,23.7,66.5,11.2,4.3,2.4,35.2,25.2,29.2,1.7,0.4,2.1,1.4,7.2,8.2,75.6,9.1,11.6,47.4,17.3,23.7,".",".",".",".",".",".",".",".",".",".",2.9,10.9,83.7,5.4,36.7,15.8,8.3,2.5,3.9,0.9,5.8
06631,"Fulda",223145,110782,112363,21190,11710,9480,12670,6511,6159,11107,5721,5386,1563,790,773,18287,9339,8948,16359,8317,8042,1928,1022,906,144630,73793,70837,128399,64610,63789,16231,9183,7048,47558,21139,26419,46090,20424,25666,1468,715,753,9.5,10.6,8.4,12.3,12.1,12.6,10.5,10.9,10.1,11.2,12.4,9.9,3.1,3.4,2.9,88791,7950,61.3,51.3,3209,964,9107,6930,1175,9.1,17,9,51,47,1147,882,21795,6840,7890,5875,13905,2065,1105,385,8310,4300,6540,615,85,680,490,1560,1980,16745,1505,3080,11830,3060,3820,31.4,36.2,27,63.8,9.5,5.1,1.8,38.1,19.7,30,2.8,0.4,3.1,2.2,7.2,9.1,76.8,6.9,14.1,54.3,14,17.5,5095,880,3890,405,1605,905,315,130,220,75,2.3,17,75.2,7.8,31,17.5,6.1,2.5,4.3,1.4,1.6
06632,"Hersfeld-Rotenburg",120719,60512,60207,12135,6781,5354,6511,3363,3148,5403,2793,2610,1108,570,538,9613,5012,4601,8378,4348,4030,1235,664,571,75290,38903,36387,66216,33702,32514,9074,5201,3873,29305,13234,16071,28587,12888,15699,718,346,372,10.1,11.2,8.9,17,16.9,17.1,12.8,13.2,12.4,12.1,13.4,10.6,2.5,2.6,2.3,46427,4278,61.2,48.7,2075,524,4751,4251,633,9.3,14.9,9.2,11,15,480,232,12035,3295,5620,4655,6415,1370,445,180,5995,2010,3280,270,65,195,130,1015,1120,9120,780,2045,6715,1450,1830,27.4,46.7,38.7,53.3,11.4,3.7,1.5,49.8,16.7,27.3,2.2,0.5,1.6,1.1,8.4,9.3,75.8,6.5,17,55.8,12,15.2,2355,245,2085,120,1070,365,150,20,65,20,2,10,85.1,4.9,43.7,14.9,6.1,0.8,2.7,0.8,4
06633,"Kassel",236764,116153,120611,17624,9341,8283,12458,6423,6035,11212,5802,5410,1246,621,625,18268,9394,8874,16549,8490,8059,1719,904,815,146691,73814,72877,133545,66708,66837,13146,7106,6040,59347,26522,32825,57834,25812,32022,1513,710,803,7.4,8,6.9,10,9.7,10.4,9.4,9.6,9.2,9,9.6,8.3,2.5,2.7,2.4,91184,5645,61.8,44.5,4546,1080,6569,8664,1011,13.6,11.7,6.2,20,11,1217,817,,,,,,,,,,,,,,,,,,,,,,,,33.5,33.5,23.7,66.5,11.2,4.3,2.4,35.2,25.2,29.2,1.7,0.4,2.1,1.4,7.2,8.2,75.6,9.1,11.6,47.4,17.3,23.7,".",".",".",".",".",".",".",".",".",".",2.9,10.9,83.7,5.4,36.7,15.8,8.3,2.5,3.9,0.9,5.8
06634,"Schwalm-Eder-Kreis",179673,89941,89732,13472,7339,6133,9096,4649,4447,8020,4101,3919,1076,548,528,14037,7220,6817,12690,6534,6156,1347,686,661,114249,58991,55258,104051,53280,50771,10198,5711,4487,42291,19081,23210,41440,18687,22753,851,394,457,7.5,8.2,6.8,11.8,11.8,11.9,9.6,9.5,9.7,8.9,9.7,8.1,2,2.1,2,71430,4565,62,45.7,3022,563,5235,6413,753,9.3,11.7,6.4,21,9,859,583,14425,3710,6080,4765,8345,1110,895,355,6310,2880,3620,215,30,665,455,1065,1395,11035,930,2330,7440,2205,2455,25.7,42.1,33,57.9,7.7,6.2,2.5,43.7,20,25.1,1.5,0.2,4.6,3.2,7.4,9.7,76.5,6.4,16.2,51.6,15.3,17,3605,795,2370,415,845,775,330,90,170,35,2,22.2,66.2,11.6,23.6,21.6,9.2,2.5,4.7,1,-0.7
06635,"Waldeck-Frankenberg",156406,77901,78505,13645,7423,6222,8280,4273,4007,7239,3765,3474,1041,508,533,12521,6437,6084,11169,5720,5449,1352,717,635,98937,50756,48181,88749,45092,43657,10188,5664,4524,36668,16435,20233,35604,15901,19703,1064,534,530,8.7,9.5,7.9,12.6,11.9,13.3,10.8,11.1,10.4,10.3,11.2,9.4,2.9,3.2,2.6,63977,4813,64,47.8,2934,650,5475,5921,860,10.2,14.5,7.5,50,49,1073,741,14785,4230,5660,3240,9125,2070,630,355,5885,2635,4905,290,50,465,290,985,1415,11045,1335,1820,7720,2265,2980,28.6,38.3,21.9,61.7,14,4.3,2.4,39.8,17.8,33.2,2,0.3,3.1,2,6.7,9.6,74.7,9,12.3,52.2,15.3,20.2,3955,610,3155,255,1645,580,335,50,110,30,2.6,15.2,78.6,6.4,41,14.4,8.3,1.2,2.7,0.7,1.5
06636,"Werra-Meißner-Kreis",100629,49856,50773,7861,4560,3301,4919,2602,2317,4325,2283,2042,594,319,275,7290,3692,3598,6543,3274,3269,747,418,329,62427,31956,30471,56473,28403,28070,5954,3553,2401,25993,11606,14387,25427,11336,14091,566,270,296,7.8,9.1,6.5,12.1,12.3,11.9,10.2,11.3,9.1,9.5,11.1,7.9,2.2,2.3,2.1,36460,2043,57.9,35.2,2319,456,2414,4671,631,15.3,13.5,5.6,21,16,462,376,7940,1435,2775,2020,5165,920,405,250,2915,1045,2695,115,30,280,170,555,710,6055,620,1070,4565,1195,1110,18.1,34.9,25.4,65.1,11.6,5.1,3.1,36.7,13.2,33.9,1.4,0.4,3.5,2.1,7,8.9,76.3,7.8,13.5,57.5,15.1,14,2325,345,1800,170,740,405,245,50,85,20,2.3,14.9,77.8,7.3,32,17.5,10.6,2.2,3.7,0.9,-0.4
07111,"Koblenz, Stadt",114052,55754,58298,15941,8686,7255,6102,3129,2973,5036,2586,2450,1066,543,523,8017,4136,3881,6766,3481,3285,1251,655,596,75099,38005,37094,62634,31033,31601,12465,6972,5493,24834,10484,14350,23675,9968,13707,1159,516,643,14,15.6,12.4,17.5,17.4,17.6,15.6,15.8,15.4,16.6,18.3,14.8,4.7,4.9,4.5,41426,5770,55,47.6,3251,1050,6828,6822,1271,12.6,18.6,13.9,64,55,740,624,17250,4450,5645,3865,11605,2190,640,145,5920,3440,6280,495,195,125,435,1045,1370,13525,1310,1855,9430,3115,2850,25.8,32.7,22.4,67.3,12.7,3.7,0.8,34.3,19.9,36.4,2.9,1.1,0.7,2.5,6.1,7.9,78.4,7.6,10.8,54.7,18.1,16.5,4100,220,3710,405,1770,480,90,195,205,85,3.8,5.1,85.6,9.3,40.8,11.1,2.1,4.5,4.7,2,5.7
07131,"Ahrweiler",130086,64033,66053,12774,6857,5917,6958,3604,3354,6069,3157,2912,889,447,442,9677,4936,4741,8526,4334,4192,1151,602,549,81150,41029,40121,71526,35769,35757,9624,5260,4364,32301,14464,17837,31191,13916,17275,1110,548,562,9.8,10.7,9,12.8,12.4,13.2,11.9,12.2,11.6,11.9,12.8,10.9,3.4,3.8,3.2,48351,4914,59.3,52.2,2355,716,5943,4799,679,11,14.1,10.2,28,28,649,547,15510,5890,5880,3300,9630,2455,265,115,6225,2790,4880,350,30,155,250,930,1305,11815,1460,1805,7195,2905,3605,38,37.9,21.3,62.1,15.8,1.7,0.7,40.1,18,31.5,2.3,0.2,1,1.6,6,8.4,76.2,9.4,11.6,46.4,18.7,23.2,3025,235,2625,200,1785,220,60,30,130,110,2.4,7.7,85.8,6.5,58.3,7.2,2,1,4.2,3.6,1.2
07132,"Altenkirchen (Westerwald)",128805,63882,64923,10085,5503,4582,7151,3716,3435,6451,3348,3103,700,368,332,10491,5379,5112,9695,4960,4735,796,419,377,82112,41928,40184,74554,37734,36820,7558,4194,3364,29051,12859,16192,28020,12337,15683,1031,522,509,7.8,8.6,7.1,9.8,9.9,9.7,7.6,7.8,7.4,9.2,10,8.4,3.5,4.1,3.1,50113,3610,60.7,49.2,3072,534,4232,5613,512,11,9.1,7.2,29,23,407,338,10300,4095,3795,2505,6505,1170,350,80,3985,2840,2560,145,25,145,375,650,835,7780,1040,1075,4510,1755,2960,39.8,36.8,24.3,63.2,11.4,3.4,0.8,38.7,27.6,24.9,1.4,0.2,1.4,3.6,6.3,8.1,75.5,10.1,10.4,43.8,17,28.7,2185,210,1620,350,900,335,50,50,165,85,1.7,9.6,74.3,16.1,41.3,15.4,2.3,2.3,7.6,3.9,-0.2
07133,"Bad Kreuznach",158345,77387,80958,16987,8736,8251,8688,4371,4317,7563,3814,3749,1125,557,568,12630,6553,6077,11273,5822,5451,1357,731,626,99595,49735,49860,86604,43037,43567,12991,6698,6293,37432,16728,20704,35918,15978,19940,1514,750,764,10.7,11.3,10.2,12.9,12.7,13.2,10.7,11.2,10.3,13,13.5,12.6,4,4.5,3.7,60161,6405,60,50.6,4563,1222,7468,7753,864,13.8,11.1,10.6,34,28,624,557,18825,6140,8025,5710,10800,1415,800,100,8325,4705,3600,145,50,235,390,1200,1410,14475,1735,2050,8335,3820,4620,32.6,42.6,30.3,57.4,7.5,4.2,0.5,44.2,25,19.1,0.8,0.3,1.2,2.1,6.4,7.5,76.9,9.2,10.9,44.3,20.3,24.5,3405,325,2850,310,1135,675,60,105,175,75,2.2,9.3,81.8,8.9,32.6,19.4,1.7,3,5,2.2,2.3
07134,"Birkenfeld",80951,40111,40840,7641,3951,3690,4426,2262,2164,3466,1757,1709,960,505,455,6029,3087,2942,5273,2707,2566,756,380,376,50742,25929,24813,45225,23064,22161,5517,2865,2652,19754,8833,10921,19346,8632,10714,408,201,207,9.4,9.9,9,21.7,22.3,21,12.5,12.3,12.8,10.9,11,10.7,2.1,2.3,1.9,30130,1999,59,38.5,2456,526,2329,4120,407,17.9,9.9,6.6,15,14,281,258,9075,1120,2965,2145,6110,1120,315,60,3215,1215,3105,230,35,90,145,780,985,6700,610,1535,4985,1430,1125,12.3,32.7,23.6,67.3,12.3,3.5,0.7,35.4,13.4,34.2,2.5,0.4,1,1.6,8.6,10.9,73.8,6.7,16.9,54.9,15.8,12.4,1485,110,1365,225,770,215,25,20,65,40,2.1,6.5,80.3,13.2,45.3,12.6,1.5,1.2,3.8,2.4,14.5
07135,"Cochem-Zell",61375,30760,30615,4676,2422,2254,2987,1526,1461,2681,1358,1323,306,168,138,4482,2362,2120,4108,2164,1944,374,198,176,38733,19976,18757,35202,18163,17039,3531,1813,1718,15173,6896,8277,14708,6653,8055,465,243,222,7.6,7.9,7.4,10.2,11,9.4,8.3,8.4,8.3,9.1,9.1,9.2,3.1,3.5,2.7,23570,1944,60.3,56.3,1149,277,2212,2241,227,12.1,10.1,8.2,9,6,231,116,4985,775,2740,1845,2245,450,155,35,3015,530,1070,100,15,45,155,300,385,3810,490,755,2675,930,620,15.5,55,37,45,9,3.1,0.7,60.5,10.6,21.5,2,0.3,0.9,3.1,6,7.7,76.4,9.8,15.1,53.7,18.7,12.4,970,75,725,135,390,145,25,15,40,15,1.5,8,77.1,14.4,41.5,15.4,2.7,1.6,4.3,1.6,-3.1
