"RS","NAME","INSGESAMT","INSG_M","INSG_W","AUSL_INSG","AUSL_M","AUSL_W","IIU6","IMU6","IWU6","DIU6","DMU6","DWU6","AIU6","AMU6","AWU6","II6BU15","IM6BU15","IW6BU15","DI6BU15","DM6BU15","DW6BU15","AI6BU15","AM6BU15","AW6BU15","II15BU65","IM15BU65","IW15BU65","DI15BU65","DM15BU65","DW15BU65","AI15BU65","AM15BU65","AW15BU65","II65UM","IM65UM","IW65UM","DI65UM","DM65UM","DW65UM","AI65UM","AM65UM","AW65UM","ANT_AI","ANT_AM","ANT_AW","ANT_AIU6","ANT_AMU6","ANT_AWU6","ANT_AI6BU15","ANT_AM6BU15","ANT_AW6BU15","ANT_AI15BU65","ANT_AM15BU65","ANT_AW15BU65","ANT_AI65UM","ANT_AM65UM","ANT_AW65UM","SOZ_INS","SOZ_AUS","BESCHQ_INS","BESCHQ_AUS","ARBLOS_INSG","ARBLOS_AUSL","BESCH_AUS_ABSOLUT","ARBSUCH_INSG_ABSOLUT","ARBSUCH_FLUMI_ABSOLUT","ALQ_AUSL","ANT_ARBS_FLUMI","ANT_SOZ_AUS","kurs_begon","kurs_beend","kurs_tnber","kurs_tln","AZR_INSG","AZR_GASTARB","AZR_EU28_AUSL","AZR_OST2004","AZR_NICHTEU_AUSL","AZR_SYRIEN","AZR_AFGHANISTAN","AZR_IRAK","AZR_EUNIEDERL","AZR_UNBEFR","AZR_BEFR","AZR_ERWERB","AZR_BLUE_C","AZR_GESTATT","AZR_DULD","AZR_U6","AZR_6BU15","AZR_15BU65","AZR_65UM","AZR_ADU2","AZR_AD2BU10","AZR_AD10BU25","AZR_AD25UM","AZR_ANT_GASTARB","AZR_ANT_EU28_AUSL","AZR_ANT_OST2004","AZR_ANT_NICHTEU_AUSL","AZR_ANT_SYRIEN","AZR_ANT_AFGHANISTAN","AZR_ANT_IRAK","AZR_ANT_EUNIEDERL","AZR_ANT_UNBEFR","AZR_ANT_BEFR","AZR_ANT_ERWERB","AZR_ANT_BLUE_C","AZR_ANT_GESTATT","AZR_ANT_DULD","AZR_ANT_U6","AZR_ANT_6BU15","AZR_ANT_15BU65","AZR_ANT_65UM","AZR_ANT_ADU2","AZR_ANT_AD2BU10","AZR_ANT_AD10BU25","AZR_ANT_AD25UM","N_Sch_I_Lag","N_Sch_O","N_Sch_J","N_Sch_N","N_Sch_SY","N_Sch_AF","N_Sch_IQ","N_Sch_RU","N_Sch_IR","N_Sch_XK","A2_Sch_i","A_Sch_O","A_Sch_J","A_Sch_N","A_Sch_SY","A_Sch_AF","A_Sch_IQ","A_Sch_RU","A_Sch_IR","A_Sch_XK","Sch_I_lag"
09674,"Haßberge",84384,42309,42075,3916,2094,1822,4700,2404,2296,4418,2261,2157,282,143,139,6640,3427,3213,6256,3220,3036,384,207,177,55078,28212,26866,52044,26586,25458,3034,1626,1408,17966,8266,9700,17750,8148,9602,216,118,98,4.6,4.9,4.3,6,5.9,6.1,5.8,6,5.5,5.5,5.8,5.2,1.2,1.4,1,36145,1557,64.9,50.6,1371,170,1866,2378,179,8.3,7.5,4.3,5,9,149,135,4020,880,2020,1400,1995,565,165,25,2085,650,1075,55,20,5,30,235,395,3135,250,515,2185,715,610,21.9,50.2,34.8,49.6,14.1,4.1,0.6,51.9,16.2,26.7,1.4,0.5,0.1,0.7,5.8,9.8,78,6.2,12.8,54.4,17.8,15.2,765,10,735,20,435,140,20,20,15,".",0.9,1.3,96.7,2.6,57.2,18.4,2.6,2.6,2,".",-0.7
09675,"Kitzingen",91155,45862,45293,8656,4926,3730,5163,2697,2466,4574,2387,2187,589,310,279,7095,3607,3488,6436,3261,3175,659,346,313,59788,30722,29066,52888,26725,26163,6900,3997,2903,19109,8836,10273,18601,8563,10038,508,273,235,9.5,10.7,8.2,11.4,11.5,11.3,9.3,9.6,9,11.5,13,10,2.7,3.1,2.3,38727,4203,64.5,62.7,1148,285,4676,2402,246,5.9,10.2,10.9,7,11,250,217,9205,2260,5740,4655,3465,555,260,25,5900,1395,1725,170,30,5,25,605,725,7350,530,1455,5015,1320,1415,24.6,62.4,50.6,37.6,6,2.8,0.3,64.1,15.2,18.7,1.8,0.3,0.1,0.3,6.6,7.9,79.8,5.8,15.8,54.5,14.3,15.4,940,15,915,25,465,260,20,15,20,15,1,1.6,95.8,2.6,48.7,27.2,2.1,1.6,2.1,1.6,1.6
09676,"Miltenberg",128743,64105,64638,14681,7548,7133,7049,3612,3437,6301,3234,3067,748,378,370,10317,5279,5038,9460,4834,4626,857,445,412,83506,42486,41020,72339,36662,35677,11167,5824,5343,27871,12728,15143,25962,11827,14135,1909,901,1008,11.4,11.8,11,10.6,10.5,10.8,8.3,8.4,8.2,13.4,13.7,13,6.8,7.1,6.7,53595,5897,63.7,53,2000,559,6826,3734,375,5.1,10,11,11,8,385,323,14990,7790,6525,4075,8465,935,340,45,6715,5790,2315,130,35,15,20,710,930,11465,1885,1350,5120,2625,5895,52,43.5,27.2,56.5,6.2,2.3,0.3,44.8,38.6,15.4,0.9,0.2,0.1,0.1,4.7,6.2,76.5,12.6,9,34.2,17.5,39.3,1340,30,1445,20,765,330,35,25,25,20,1.2,2,96.7,1.3,51.2,22.1,2.3,1.7,1.7,1.3,11.6
09677,"Main-Spessart",126158,62951,63207,9260,4784,4476,6605,3371,3234,5967,3061,2906,638,310,328,9320,4745,4575,8609,4379,4230,711,366,345,80732,41381,39351,73642,37662,35980,7090,3719,3371,29501,13454,16047,28680,13065,15615,821,389,432,7.3,7.6,7.1,9.7,9.2,10.1,7.6,7.7,7.5,8.8,9,8.6,2.8,2.9,2.7,54268,4046,66.5,59.5,1327,249,4510,2885,309,10.6,10.7,7.5,16,13,261,250,9605,3200,4675,3195,4930,930,370,40,4895,2180,1865,145,45,10,10,605,755,7360,885,1155,4460,1505,2490,33.3,48.7,33.3,51.3,9.7,3.9,0.4,51,22.7,19.4,1.5,0.5,0.1,0.1,6.3,7.9,76.6,9.2,12,46.4,15.7,25.9,910,10,940,15,495,220,25,15,15,15,0.8,1,97.4,1.6,51.3,22.8,2.6,1.6,1.6,1.6,6
09678,"Schweinfurt",115445,58014,57431,7493,4239,3254,6626,3486,3140,6128,3224,2904,498,262,236,8957,4689,4268,8339,4357,3982,618,332,286,74416,38111,36305,68495,34721,33774,5921,3390,2531,25446,11728,13718,24990,11473,13517,456,255,201,6.5,7.3,5.7,7.5,7.5,7.5,6.9,7.1,6.7,8,8.9,7,1.8,2.2,1.5,49330,2926,66,54.7,1548,266,3368,2889,290,7.7,10,5.9,,,268,293,11215,1825,3410,2540,7800,1025,670,185,3510,1395,1770,160,30,1710,1925,970,950,8810,485,2460,6195,1310,1250,16.3,30.4,22.6,69.5,9.1,6,1.6,31.3,12.4,15.8,1.4,0.3,15.2,17.2,8.6,8.5,78.6,4.3,21.9,55.2,11.7,11.1,1090,10,1065,20,590,160,10,40,15,55,0.9,0.9,97.3,1.8,53.9,14.6,0.9,3.7,1.4,5,0.5
09679,"Würzburg",162302,80732,81570,10609,5768,4841,9524,4876,4648,8848,4542,4306,676,334,342,13022,6695,6327,12270,6315,5955,752,380,372,104570,52896,51674,96054,48196,47858,8516,4700,3816,35186,16265,18921,34521,15911,18610,665,354,311,6.5,7.1,5.9,7.1,6.8,7.4,5.8,5.7,5.9,8.1,8.9,7.4,1.9,2.2,1.6,67027,4638,63.7,56.2,1652,323,5476,3554,388,5.7,10.9,6.9,6,1,350,352,11215,2770,5615,4185,5600,1025,405,30,5865,2085,2880,260,40,20,40,655,825,8950,785,1505,5650,1980,2080,24.7,50.1,37.3,49.9,9.1,3.6,0.3,52.3,18.6,25.7,2.3,0.4,0.2,0.4,5.8,7.4,79.8,7,13.4,50.4,17.7,18.5,1435,25,1425,50,770,335,15,50,10,50,0.9,1.7,95,3.3,51.3,22.3,1,3.3,0.7,3.3,4.5
09761,"Augsburg, Stadt",296582,146222,150360,66510,34781,31729,16967,8648,8319,13290,6828,6462,3677,1820,1857,21351,11049,10302,18069,9342,8727,3282,1707,1575,200673,102533,98140,148238,74494,73744,52435,28039,24396,57591,23992,33599,50475,20777,29698,7116,3215,3901,22.4,23.8,21.1,21.7,21,22.3,15.4,15.4,15.3,26.1,27.3,24.9,12.4,13.4,11.6,122288,28814,61.2,56.8,7934,3101,32314,15265,1831,8.5,12,23.6,120,111,1566,1192,73370,32915,33410,22900,39960,3075,1870,2530,34830,20715,11220,1405,340,730,1345,3835,4730,57240,7560,8065,32185,13490,19625,44.9,45.5,31.2,54.5,4.2,2.5,3.4,47.5,28.2,15.3,1.9,0.5,1,1.8,5.2,6.4,78,10.3,11,43.9,18.4,26.7,9715,1175,7375,1210,2125,1600,1655,485,80,130,3.3,12,75.6,12.4,21.8,16.4,17,5,0.8,1.3,0.4
09762,"Kaufbeuren, Stadt",44398,21872,22526,7231,3906,3325,2622,1340,1282,2096,1063,1033,526,277,249,3498,1756,1742,2940,1455,1485,558,301,257,28165,14374,13791,22643,11356,11287,5522,3018,2504,10113,4402,5711,9488,4092,5396,625,310,315,16.3,17.9,14.8,20.1,20.7,19.4,16,17.1,14.8,19.6,21,18.2,6.2,7,5.5,17895,3119,64.1,59.1,904,235,3479,1968,226,6,11.5,17.4,9,12,286,170,7745,4005,3465,2030,4285,355,235,65,3625,1990,1845,260,50,10,35,535,625,5925,660,935,3505,1260,2050,51.7,44.7,26.2,55.3,4.6,3,0.8,46.8,25.7,23.8,3.4,0.6,0.1,0.5,6.9,8.1,76.5,8.5,12.1,45.3,16.3,26.5,785,20,735,40,305,185,50,10,5,20,1.8,2.5,91.9,5,38.1,23.1,6.3,1.3,0.6,2.5,1.9
09763,"Kempten (Allgäu), Stadt",69151,34219,34932,11511,6188,5323,3942,1992,1950,3304,1654,1650,638,338,300,5030,2654,2376,4427,2328,2099,603,326,277,44863,22980,21883,35718,18019,17699,9145,4961,4184,15316,6593,8723,14191,6030,8161,1125,563,562,16.6,18.1,15.2,16.2,17,15.4,12,12.3,11.7,20.4,21.6,19.1,7.3,8.5,6.4,28445,5060,63.6,55.4,1198,383,5702,2368,236,6,10,17.8,22,26,379,248,11750,5465,5365,3085,6390,500,225,55,5585,3495,2215,270,40,25,160,675,665,9225,1190,1420,4665,2040,3625,46.5,45.7,26.3,54.4,4.3,1.9,0.5,47.5,29.7,18.9,2.3,0.3,0.2,1.4,5.7,5.7,78.5,10.1,12.1,39.7,17.4,30.9,1115,75,900,135,370,180,40,35,30,20,1.6,6.8,81.1,12.2,33.3,16.2,3.6,3.2,2.7,1.8,-0.4
09764,"Memmingen, Stadt",44100,21892,22208,8617,4692,3925,2527,1272,1255,2050,1015,1035,477,257,220,3476,1737,1739,2947,1457,1490,529,280,249,28511,14761,13750,21611,10955,10656,6900,3806,3094,9586,4122,5464,8875,3773,5102,711,349,362,19.5,21.4,17.7,18.9,20.2,17.5,15.2,16.1,14.3,24.2,25.8,22.5,7.4,8.5,6.6,18556,4001,65.4,60.3,836,316,4443,1524,115,15.5,7.5,21.6,22,16,268,211,8875,4650,3880,2740,4995,495,110,140,4065,2785,1720,220,25,70,50,550,590,7025,710,1055,3790,1470,2565,52.4,43.7,30.9,56.3,5.6,1.2,1.6,45.8,31.4,19.4,2.5,0.3,0.8,0.6,6.2,6.6,79.2,8,11.9,42.7,16.6,28.9,840,85,735,50,370,85,80,5,".",30,2,9.8,84.5,5.7,42.5,9.8,9.2,0.6,".",3.4,3.6
09771,"Aichach-Friedberg",134655,67161,67494,11824,6529,5295,8531,4361,4170,7708,3942,3766,823,419,404,11546,5881,5665,10660,5422,5238,886,459,427,87656,44683,42973,78372,39449,38923,9284,5234,4050,26922,12236,14686,26091,11819,14272,831,417,414,8.8,9.7,7.8,9.6,9.6,9.7,7.7,7.8,7.5,10.6,11.7,9.4,3.1,3.4,2.8,55957,5194,64,58.3,1559,327,5981,3218,354,5.2,11,9.3,7,6,360,249,12665,4565,6890,5120,5770,580,220,160,7115,2640,2025,240,35,125,220,710,910,9980,1065,1595,5725,2190,3155,36,54.4,40.4,45.6,4.6,1.7,1.3,56.2,20.8,16,1.9,0.3,1,1.7,5.6,7.2,78.8,8.4,12.6,45.2,17.3,24.9,1340,240,1015,220,430,185,105,20,25,40,1.1,16.3,68.8,14.9,29.2,12.5,7.1,1.4,1.7,2.7,10.1
09772,"Augsburg",253468,125761,127707,25526,13673,11853,15709,8026,7683,14149,7239,6910,1560,787,773,21526,11094,10432,19729,10134,9595,1797,960,837,163759,83113,80646,143946,72333,71613,19813,10780,9033,52474,23528,28946,50118,22382,27736,2356,1146,1210,10.1,10.9,9.3,9.9,9.8,10.1,8.3,8.7,8,12.1,13,11.2,4.5,4.9,4.2,104383,11176,63.8,58.4,3262,763,12789,6553,773,5.6,11.8,10.7,10,12,767,589,27315,12005,13725,9580,13595,1240,445,350,14295,6740,4200,460,60,390,435,1580,2010,21030,2695,2765,12050,4470,8030,44,50.2,35.1,49.8,4.5,1.6,1.3,52.3,24.7,15.4,1.7,0.2,1.4,1.6,5.8,7.4,77,9.9,10.1,44.1,16.4,29.4,2855,705,2195,335,915,370,250,40,65,35,1.3,21.8,67.9,10.4,28.3,11.4,7.7,1.2,2,1.1,13.3
09773,"Dillingen an der Donau",96562,48441,48121,9789,5363,4426,5597,2884,2713,4906,2527,2379,691,357,334,8025,4133,3892,7224,3717,3507,801,416,385,63249,32540,30709,55568,28250,27318,7681,4290,3391,19691,8884,10807,19075,8584,10491,616,300,316,10.1,11.1,9.2,12.3,12.4,12.3,10,10.1,9.9,12.1,13.2,11,3.1,3.4,2.9,41647,4205,65.8,56.9,1059,268,4706,2154,279,5.3,13,10.1,11,9,348,207,10280,4525,4720,3500,5560,675,330,60,4870,2465,2450,285,25,75,205,750,875,7970,685,1220,5075,1545,2445,44,45.9,34,54.1,6.6,3.2,0.6,47.4,24,23.8,2.8,0.2,0.7,2,7.3,8.5,77.5,6.7,11.9,49.4,15,23.8,1720,165,1390,190,590,305,45,25,20,60,1.8,9.5,79.7,10.9,33.8,17.5,2.6,1.4,1.1,3.4,1.5
09774,"Günzburg",127027,64288,62739,17698,9807,7891,7477,3899,3578,6537,3390,3147,940,509,431,10496,5432,5064,9490,4922,4568,1006,510,496,84283,43632,40651,69943,35500,34443,14340,8132,6208,24771,11325,13446,23359,10669,12690,1412,656,756,13.9,15.3,12.6,12.6,13.1,12,9.6,9.4,9.8,17,18.6,15.3,5.7,5.8,5.6,56213,8778,67.1,64.9,1695,485,10087,2881,228,4.9,7.9,15.6,17,11,446,299,18370,8870,8815,7105,9555,510,295,95,9080,5885,2750,395,35,145,215,980,1195,14690,1505,2355,7820,2915,5280,48.3,48,38.7,52,2.8,1.6,0.5,49.4,32,15,2.2,0.2,0.8,1.2,5.3,6.5,80,8.2,12.8,42.6,15.9,28.7,1465,240,1150,170,400,265,60,25,35,80,1.2,15.4,73.7,10.9,25.6,17,3.8,1.6,2.2,5.1,6.5
09775,"Neu-Ulm",175204,86839,88365,26753,14344,12409,10443,5382,5061,9020,4654,4366,1423,728,695,14479,7280,7199,12856,6439,6417,1623,841,782,114651,58321,56330,93443,46789,46654,21208,11532,9676,35631,15856,19775,33132,14613,18519,2499,1243,1256,15.3,16.5,14,13.6,13.5,13.7,11.2,11.6,10.9,18.5,19.8,17.2,7,7.8,6.4,75941,12682,66.3,61.5,2297,680,14350,4599,390,10.5,8.5,16.7,23,24,653,498,28385,14235,14600,10185,13785,990,240,305,15110,7840,4285,680,185,95,275,1365,1830,22350,2845,3320,11725,4525,8810,50.1,51.4,35.9,48.6,3.5,0.8,1.1,53.2,27.6,15.1,2.4,0.7,0.3,1,4.8,6.4,78.7,10,11.7,41.3,15.9,31,1955,220,1610,295,730,175,210,20,25,45,1.2,10.4,75.8,13.9,34.4,8.2,9.9,0.9,1.2,2.1,8.7
09776,"Lindau (Bodensee)",81981,40438,41543,11062,5674,5388,4580,2359,2221,4001,2050,1951,579,309,270,6422,3285,3137,5791,2959,2832,631,326,305,52334,26464,25870,43774,22025,21749,8560,4439,4121,18645,8330,10315,17353,7730,9623,1292,600,692,13.5,14,13,12.6,13.1,12.2,9.8,9.9,9.7,16.4,16.8,15.9,6.9,7.2,6.7,32172,5049,61.5,59.9,1125,408,5625,2178,178,12.2,8.2,15.7,9,10,266,175,11625,4500,6565,3160,5060,170,290,85,7020,2125,1585,265,125,70,180,495,670,9030,1430,1145,4845,2225,3415,38.7,56.5,27.2,43.5,1.5,2.5,0.7,60.4,18.3,13.6,2.3,1.1,0.6,1.5,4.3,5.8,77.7,12.3,9.8,41.7,19.1,29.4,980,145,740,145,155,250,55,25,35,45,1.3,14.1,71.8,14.1,15,24.3,5.3,2.4,3.4,4.4,5.1
09777,"Ostallgäu",141182,70507,70675,12833,6883,5950,8613,4474,4139,7896,4065,3831,717,409,308,11792,5930,5862,10993,5546,5447,799,384,415,90698,46206,44492,80550,40662,39888,10148,5544,4604,30079,13897,16182,28910,13351,15559,1169,546,623,9.1,9.8,8.4,8.3,9.1,7.4,6.8,6.5,7.1,11.2,12,10.3,3.9,3.9,3.8,57654,6155,63.7,63.1,1791,446,6765,3274,301,7.6,9.2,10.7,11,16,409,213,13675,4995,7170,4790,6505,985,245,35,7485,2930,2545,335,40,150,185,730,855,10815,1275,1865,6110,2250,3450,36.5,52.4,35,47.6,7.2,1.8,0.3,54.7,21.4,18.6,2.4,0.3,1.1,1.4,5.3,6.3,79.1,9.3,13.6,44.7,16.5,25.2,1480,210,1195,155,715,215,30,10,15,20,1.1,13.4,76.4,9.9,45.7,13.7,1.9,0.6,1,1.3,5.7
09778,"Unterallgäu",145341,73229,72112,14139,7984,6155,8743,4375,4368,7864,3948,3916,879,427,452,11986,6223,5763,10975,5691,5284,1011,532,479,93866,48731,45135,82622,42181,40441,11244,6550,4694,30746,13900,16846,29741,13425,16316,1005,475,530,9.7,10.9,8.5,10.1,9.8,10.3,8.4,8.5,8.3,12,13.4,10.4,3.3,3.4,3.1,62090,6847,66.4,63.6,1533,405,7523,2798,235,5,8.4,11,5,6,427,232,15460,6315,8805,6795,6655,410,295,35,9135,2655,2310,500,35,205,300,890,1120,12305,1140,2345,7850,2160,3105,40.8,57,44,43,2.7,1.9,0.2,59.1,17.2,14.9,3.2,0.2,1.3,1.9,5.8,7.2,79.6,7.4,15.2,50.8,14,20.1,1320,340,745,300,295,185,30,35,25,30,1,24.5,53.8,21.7,21.3,13.4,2.2,2.5,1.8,2.2,4.9
09779,"Donau-Ries",133783,67860,65923,13221,7430,5791,7599,3961,3638,6767,3534,3233,832,427,405,11261,5752,5509,10297,5273,5024,964,479,485,87910,45902,42008,77258,39744,37514,10652,6158,4494,27013,12245,14768,26240,11879,14361,773,366,407,9.9,10.9,8.8,10.9,10.8,11.1,8.6,8.3,8.8,12.1,13.4,10.7,2.9,3,2.8,58782,6469,66.6,61.2,1284,342,7317,2725,214,4.6,7.9,11,18,13,403,287,13955,4860,8280,6515,5675,395,375,100,8455,2720,1995,290,50,170,150,825,1040,11235,855,2125,7240,2025,2570,34.8,59.3,46.7,40.7,2.8,2.7,0.7,60.6,19.5,14.3,2.1,0.4,1.2,1.1,5.9,7.5,80.5,6.1,15.2,51.9,14.5,18.4,1725,315,875,170,305,365,60,15,20,35,1,23.2,64.3,12.5,22.4,26.8,4.4,1.1,1.5,2.6,-21.2
09780,"Oberallgäu",156008,76890,79118,13893,7197,6696,9111,4647,4464,8407,4284,4123,704,363,341,12067,6248,5819,11321,5861,5460,746,387,359,99178,49853,49325,88179,44080,44099,10999,5773,5226,35652,16142,19510,34208,15468,18740,1444,674,770,8.9,9.4,8.5,7.7,7.8,7.6,6.2,6.2,6.2,11.1,11.6,10.6,4.1,4.2,3.9,63916,6746,64.3,62.5,2245,555,7313,3658,252,6.3,6.9,10.6,7,11,328,239,14325,5200,8475,5165,5850,365,305,80,9070,2550,1670,245,25,220,220,685,810,11320,1505,1985,6165,2250,3925,36.3,59.2,36.1,40.8,2.5,2.1,0.6,63.3,17.8,11.7,1.7,0.2,1.5,1.5,4.8,5.7,79,10.5,13.9,43,15.7,27.4,1395,275,875,185,245,230,55,25,25,50,0.9,20.6,65.5,13.9,18.4,17.2,4.1,1.9,1.9,3.7,-4.3
10041,"Saarbrücken, Stadtverband",328714,161617,167097,49484,26424,23060,17062,8812,8250,13618,7012,6606,3444,1800,1644,23666,12324,11342,19517,10122,9395,4149,2202,1947,211582,107475,104107,174235,87403,86832,37347,20072,17275,76404,33006,43398,71860,30656,41204,4544,2350,2194,15.1,16.3,13.8,20.2,20.4,19.9,17.5,17.9,17.2,17.7,18.7,16.6,5.9,7.1,5.1,118362,14893,55.4,40.9,15933,5528,17919,29232,4519,12.7,15.5,12.6,120,138,1551,1853,,,,,,,,,,,,,,,,,,,,,,,,31.5,47.4,19.4,52.6,20.3,1.1,1,49,15.4,29.2,1.1,0.4,0.6,1,5.5,9,74.8,10.7,9.7,46.3,18.5,25.5,".",".",".",".",".",".",".",".",".",".",2.9,3.3,93.4,3.3,67.9,3.8,3,1.4,0.9,2.6,5.3
10042,"Merzig-Wadern",103243,51032,52211,12212,6299,5913,4864,2523,2341,4207,2182,2025,657,341,316,7870,4120,3750,6697,3500,3197,1173,620,553,66565,33805,32760,57445,29066,28379,9120,4739,4381,23944,10584,13360,22682,9985,12697,1262,599,663,11.8,12.3,11.3,13.5,13.5,13.5,14.9,15,14.7,13.7,14,13.4,5.3,5.7,5,34243,2753,51,30.9,2400,517,3195,4286,603,6.5,14.1,8,22,28,327,387,,,,,,,,,,,,,,,,,,,,,,,,31.5,47.4,19.4,52.6,20.3,1.1,1,49,15.4,29.2,1.1,0.4,0.6,1,5.5,9,74.8,10.7,9.7,46.3,18.5,25.5,".",".",".",".",".",".",".",".",".",".",2.9,3.3,93.4,3.3,67.9,3.8,3,1.4,0.9,2.6,5.3
10043,"Neunkirchen",131408,64540,66868,12875,6719,6156,6481,3343,3138,5307,2739,2568,1174,604,570,9265,4792,4473,7876,4065,3811,1389,727,662,83205,42209,40996,73863,37354,36509,9342,4855,4487,32457,14196,18261,31487,13663,17824,970,533,437,9.8,10.4,9.2,18.1,18.1,18.2,15,15.2,14.8,11.2,11.5,10.9,3,3.8,2.4,49653,3904,58.9,42.7,4729,1198,4646,8992,1017,19.5,11.3,7.9,27,30,493,619,,,,,,,,,,,,,,,,,,,,,,,,31.5,47.4,19.4,52.6,20.3,1.1,1,49,15.4,29.2,1.1,0.4,0.6,1,5.5,9,74.8,10.7,9.7,46.3,18.5,25.5,".",".",".",".",".",".",".",".",".",".",2.9,3.3,93.4,3.3,67.9,3.8,3,1.4,0.9,2.6,5.3
10044,"Saarlouis",194319,95138,99181,20118,10688,9430,10003,5113,4890,8534,4349,4185,1469,764,705,14146,7272,6874,12280,6270,6010,1866,1002,864,122889,62023,60866,108089,54101,53988,14800,7922,6878,47281,20730,26551,45298,19730,25568,1983,1000,983,10.4,11.2,9.5,14.7,14.9,14.4,13.2,13.8,12.6,12,12.8,11.3,4.2,4.8,3.7,73766,7016,59.3,48,4832,1128,8151,9802,1565,12.1,16,9.5,46,59,757,766,,,,,,,,,,,,,,,,,,,,,,,,31.5,47.4,19.4,52.6,20.3,1.1,1,49,15.4,29.2,1.1,0.4,0.6,1,5.5,9,74.8,10.7,9.7,46.3,18.5,25.5,".",".",".",".",".",".",".",".",".",".",2.9,3.3,93.4,3.3,67.9,3.8,3,1.4,0.9,2.6,5.3
10045,"Saarpfalz-Kreis",142196,69120,73076,13431,6989,6442,6813,3478,3335,5807,2965,2842,1006,513,493,10270,5311,4959,8935,4597,4338,1335,714,621,89168,44544,44624,79325,39382,39943,9843,5162,4681,35945,15787,20158,34698,15187,19511,1247,600,647,9.4,10.1,8.8,14.8,14.7,14.8,13,13.4,12.5,11,11.6,10.5,3.5,3.8,3.2,54374,4651,60.4,48.7,3569,911,5459,6725,997,14.1,14.8,8.6,36,36,507,608,,,,,,,,,,,,,,,,,,,,,,,,31.5,47.4,19.4,52.6,20.3,1.1,1,49,15.4,29.2,1.1,0.4,0.6,1,5.5,9,74.8,10.7,9.7,46.3,18.5,25.5,".",".",".",".",".",".",".",".",".",".",2.9,3.3,93.4,3.3,67.9,3.8,3,1.4,0.9,2.6,5.3
10046,"St. Wendel",87007,42972,44035,4800,2426,2374,3906,1969,1937,3484,1770,1714,422,199,223,6069,3044,3025,5487,2751,2736,582,293,289,55088,27961,27127,51632,26202,25430,3456,1759,1697,21944,9998,11946,21604,9823,11781,340,175,165,5.5,5.6,5.4,10.8,10.1,11.5,9.6,9.6,9.6,6.3,6.3,6.3,1.5,1.8,1.4,33432,1508,59.8,44,1533,262,1765,3197,520,12.6,16.3,4.5,16,15,172,326,,,,,,,,,,,,,,,,,,,,,,,,31.5,47.4,19.4,52.6,20.3,1.1,1,49,15.4,29.2,1.1,0.4,0.6,1,5.5,9,74.8,10.7,9.7,46.3,18.5,25.5,".",".",".",".",".",".",".",".",".",".",2.9,3.3,93.4,3.3,67.9,3.8,3,1.4,0.9,2.6,5.3
11000,"Berlin, Stadt",3669491,1804273,1865218,706066,364038,342028,229774,117846,111928,190004,97467,92537,39770,20379,19391,289771,149027,140744,241748,124232,117516,48023,24795,23228,2444421,1234117,1210304,1876596,937817,938779,567825,296300,271525,705525,303283,402242,655077,280719,374358,50448,22564,27884,19.2,20.2,18.3,17.3,17.3,17.3,16.6,16.6,16.5,23.2,24,22.4,7.2,7.4,6.9,1363350,231746,56,42.5,150150,51007,257288,304066,28501,15.9,9.4,17,1435,1069,22611,17343,823985,249545,304345,165595,519640,40480,14450,10640,339270,171535,242955,38275,11835,11350,12530,28010,46480,674880,74615,88245,361165,181890,192685,30.3,36.9,20.1,63.1,4.9,1.8,1.3,41.2,20.8,29.5,4.6,1.4,1.4,1.5,3.4,5.6,81.9,9.1,10.7,43.8,22.1,23.4,98270,13110,77200,11725,28660,11900,7535,5785,4370,1205,2.8,12.8,75.7,11.5,28.1,11.7,7.4,5.7,4.3,1.2,3.8
12051,"Brandenburg an der Havel, Stadt",72184,35577,36607,4079,2402,1677,3737,1868,1869,3376,1686,1690,361,182,179,5134,2618,2516,4758,2433,2325,376,185,191,43291,22583,20708,40165,20664,19501,3126,1919,1207,20022,8508,11514,19806,8392,11414,216,116,100,5.7,6.8,4.6,9.7,9.7,9.6,7.3,7.1,7.6,7.2,8.5,5.8,1.1,1.4,0.9,27284,1110,62.6,37.5,2807,433,1278,5567,518,24.8,9.3,4.1,16,13,215,235,4465,585,1115,870,3355,900,275,25,1165,615,1920,90,15,245,115,350,425,3430,260,600,2710,800,360,13.1,25,19.5,75.1,20.2,6.2,0.6,26.1,13.8,43,2,0.3,5.5,2.6,7.8,9.5,76.8,5.8,13.4,60.7,17.9,8.1,1585,275,1325,110,650,225,20,185,95,".",2.4,16,77.3,6.4,37.9,13.1,1.2,10.8,5.5,".",8.2
12052,"Cottbus, Stadt",99678,48816,50862,8634,4809,3825,5117,2604,2513,4218,2150,2068,899,454,445,7153,3665,3488,6231,3165,3066,922,500,422,61415,31618,29797,55007,27971,27036,6408,3647,2761,25993,10929,15064,25588,10721,14867,405,208,197,8.7,9.9,7.5,17.6,17.4,17.7,12.9,13.6,12.1,10.4,11.5,9.3,1.6,1.9,1.3,36928,2021,59.1,32,3731,661,2476,7724,982,20.4,12.7,5.5,45,38,598,605,,,,,,,,,,,,,,,,,,,,,,,,8.5,29.8,25.2,70.2,20.7,6.8,0.5,30.2,10.8,45.7,2.1,0.9,5.6,2.2,9.3,11.8,74.6,4.2,15.5,62.6,15.9,6.1,".",".",".",".",".",".",".",".",".",".",2.2,18,75.6,6.4,46.6,17.9,1.1,11.3,2.1,0.1,-5
